iso3,scc,oc_capital,valuation
NAM,7.764236173920567e-11,Corals,Non-market use value
NAM,7.764236173920567e-11,Corals,Nonuse value
NAM,0.0001990630961750433,Fisheries,Market value
NAM,0.017612369769954575,Fisheries,Non-market use value
NAM,3.410531413197668e-11,Mangroves,Market value
NAM,7.764236173920567e-11,Mangroves,Non-market use value
NAM,7.764236173920567e-11,Mangroves,Nonuse value
NAM,3.410531413197668e-11,Ports,Market value
NAM,0.01781143288806194,Total,Total
NER,3.938144538266388e-11,Corals,Market value
NER,3.938144538266388e-11,Corals,Non-market use value
NER,3.938144538266388e-11,Corals,Nonuse value
NER,3.938144538266388e-11,Fisheries,Market value
NER,3.938144538266388e-11,Fisheries,Non-market use value
NER,3.938144538266388e-11,Mangroves,Market value
NER,3.938144538266388e-11,Mangroves,Non-market use value
NER,3.938144538266388e-11,Mangroves,Nonuse value
NER,3.938144538266388e-11,Ports,Market value
NER,-0.0,Total,Total
NGA,-9.63806529018095e-10,Corals,Market value
NGA,-9.720971093766852e-10,Corals,Non-market use value
NGA,-9.720971093766852e-10,Corals,Nonuse value
NGA,6.465961758182976e-05,Fisheries,Market value
NGA,1.582613623177279,Fisheries,Non-market use value
NGA,0.014239972891483918,Mangroves,Market value
NGA,0.0008941600317047202,Mangroves,Non-market use value
NGA,0.018201260774166034,Mangroves,Nonuse value
NGA,0.020548200044836498,Ports,Market value
NGA,1.6365618895573373,Total,Total
NIC,0.0001607490733499787,Corals,Market value
NIC,0.00044719720871006505,Corals,Non-market use value
NIC,0.004430321851987507,Corals,Nonuse value
NIC,0.00014196750754666198,Fisheries,Market value
NIC,0.011910878210111466,Fisheries,Non-market use value
NIC,2.3106880680895233e-05,Mangroves,Market value
NIC,0.00012698070472854034,Mangroves,Non-market use value
NIC,0.0004253980835785269,Mangroves,Nonuse value
NIC,0.0009221787634239516,Ports,Market value
NIC,0.018588778346081202,Total,Total
NLD,0.00010040579609063609,Corals,Market value
NLD,0.03098407771822518,Corals,Non-market use value
NLD,0.2449703247222112,Corals,Nonuse value
NLD,2.7435016159875698e-05,Fisheries,Market value
NLD,0.12417078511261637,Fisheries,Non-market use value
NLD,2.005405699009903e-09,Mangroves,Market value
NLD,2.1709659517120665e-09,Mangroves,Non-market use value
NLD,2.1709659517120665e-09,Mangroves,Nonuse value
NLD,0.011249141428279291,Ports,Market value
NLD,0.4115021670365825,Total,Total
NOR,-8.915492375001139e-10,Corals,Market value
NOR,-7.047955226311976e-10,Corals,Non-market use value
NOR,-7.047955226311976e-10,Corals,Nonuse value
NOR,-0.0002859483939765736,Fisheries,Market value
NOR,0.04940470270052269,Fisheries,Non-market use value
NOR,-8.915492375001139e-10,Mangroves,Market value
NOR,-7.047955226311976e-10,Mangroves,Non-market use value
NOR,-7.047955226311976e-10,Mangroves,Nonuse value
NOR,0.004488879649702406,Ports,Market value
NOR,0.05360763484737938,Total,Total
NPL,1.4542859890735407e-10,Corals,Market value
NPL,1.4542859890735407e-10,Corals,Non-market use value
NPL,1.4542859890735407e-10,Corals,Nonuse value
NPL,1.4542859890735407e-10,Fisheries,Market value
NPL,1.4542859890735407e-10,Fisheries,Non-market use value
NPL,1.4542859890735407e-10,Mangroves,Market value
NPL,1.4542859890735407e-10,Mangroves,Non-market use value
NPL,1.4542859890735407e-10,Mangroves,Nonuse value
NPL,1.4542859890735407e-10,Ports,Market value
NPL,-0.0,Total,Total
NZL,0.0001400571732585314,Corals,Market value
NZL,0.019579899097745823,Corals,Non-market use value
NZL,0.05183182904150396,Corals,Nonuse value
NZL,0.0004004221102405759,Fisheries,Market value
NZL,0.0263043030769772,Fisheries,Non-market use value
NZL,5.68576146719315e-06,Mangroves,Market value
NZL,-0.00013473669781601368,Mangroves,Non-market use value
NZL,0.00090602132211012,Mangroves,Nonuse value
NZL,0.013180031191670593,Ports,Market value
NZL,0.1122135133010586,Total,Total
OMN,0.0005026297655474318,Corals,Market value
OMN,0.028888954464371692,Corals,Non-market use value
OMN,0.08348891974262754,Corals,Nonuse value
OMN,0.00046863116880697405,Fisheries,Market value
OMN,0.029578970854564096,Fisheries,Non-market use value
OMN,5.541953242489149e-06,Mangroves,Market value
OMN,9.81011840717457e-05,Mangroves,Non-market use value
OMN,0.0021084530610253303,Mangroves,Nonuse value
OMN,0.03194220897162302,Ports,Market value
OMN,0.17708240271132603,Total,Total
PAK,1.1017231655366775e-10,Corals,Market value
PAK,-7.929355069177263e-10,Corals,Non-market use value
PAK,-7.929355069177263e-10,Corals,Nonuse value
PAK,4.728393430987614e-05,Fisheries,Market value
PAK,0.41473293652764687,Fisheries,Non-market use value
PAK,0.0014532295855592668,Mangroves,Market value
PAK,0.008255025137008985,Mangroves,Non-market use value
PAK,0.07097767270536443,Mangroves,Nonuse value
PAK,0.012842785460672692,Ports,Market value
PAK,0.5083089212683882,Total,Total
PAN,0.00029415556617225274,Corals,Market value
PAN,0.00757796292434679,Corals,Non-market use value
PAN,0.020687857082523516,Corals,Nonuse value
PAN,0.0003379028651053936,Fisheries,Market value
PAN,0.011047930125246738,Fisheries,Non-market use value
PAN,7.79853762008996e-05,Mangroves,Market value
PAN,0.0002687899725243279,Mangroves,Non-market use value
PAN,0.001120301713040191,Mangroves,Nonuse value
PAN,0.005421738890582039,Ports,Market value
PAN,0.046834624011873015,Total,Total
PER,2.792880352285662e-10,Corals,Market value
PER,-2.5803106675480626e-10,Corals,Non-market use value
PER,-2.5803106675480626e-10,Corals,Nonuse value
PER,0.00781889596984114,Fisheries,Market value
PER,0.09591282419565068,Fisheries,Non-market use value
PER,3.853755021589118e-07,Mangroves,Market value
PER,1.0259740218613593e-06,Mangroves,Non-market use value
PER,0.002058940612061614,Mangroves,Nonuse value
PER,0.006057724166822703,Ports,Market value
PER,0.11184979586713915,Total,Total
PHL,0.005347764416923155,Corals,Market value
PHL,0.009216906725059008,Corals,Non-market use value
PHL,0.23696520449308595,Corals,Nonuse value
PHL,0.0009545831861459501,Fisheries,Market value
PHL,0.556419986548107,Fisheries,Non-market use value
PHL,0.0002963733244977136,Mangroves,Market value
PHL,0.00020203343731219677,Mangroves,Non-market use value
PHL,0.00500777511943286,Mangroves,Nonuse value
PHL,0.04619787661067051,Ports,Market value
PHL,0.8606085496890484,Total,Total
POL,1.2014466417536417e-09,Corals,Market value
POL,2.137541698293264e-09,Corals,Non-market use value
POL,2.137541698293264e-09,Corals,Nonuse value
POL,5.453454722836201e-05,Fisheries,Market value
POL,0.17350280920896044,Fisheries,Non-market use value
POL,1.2014466417536417e-09,Mangroves,Market value
POL,2.137541698293264e-09,Mangroves,Non-market use value
POL,2.137541698293264e-09,Mangroves,Nonuse value
POL,0.004925706234847867,Ports,Market value
POL,0.17848304859994016,Total,Total
PRT,4.0695582973083547e-10,Corals,Market value
PRT,3.724393642921223e-10,Corals,Non-market use value
PRT,3.724393642921223e-10,Corals,Nonuse value
PRT,6.423700624818631e-05,Fisheries,Market value
PRT,0.05256637512193613,Fisheries,Non-market use value
PRT,4.0695582973083547e-10,Mangroves,Market value
PRT,3.724393642921223e-10,Mangroves,Non-market use value
PRT,3.724393642921223e-10,Mangroves,Nonuse value
PRT,0.0030343026274588327,Ports,Market value
PRT,0.05566491429775591,Total,Total
PRY,3.775613564518433e-10,Corals,Market value
PRY,3.775613564518433e-10,Corals,Non-market use value
PRY,3.775613564518433e-10,Corals,Nonuse value
PRY,3.775613564518433e-10,Fisheries,Market value
PRY,3.775613564518433e-10,Fisheries,Non-market use value
PRY,3.775613564518433e-10,Mangroves,Market value
PRY,3.775613564518433e-10,Mangroves,Non-market use value
PRY,3.775613564518433e-10,Mangroves,Nonuse value
PRY,3.775613564518433e-10,Ports,Market value
PRY,-0.0,Total,Total
QAT,1.2230908230044084e-09,Corals,Market value
QAT,0.1174299511843944,Corals,Non-market use value
QAT,0.09130501197440569,Corals,Nonuse value
QAT,0.00012872969057958202,Fisheries,Market value
QAT,9.338415725062635e-10,Fisheries,Non-market use value
QAT,1.2230908230044084e-09,Mangroves,Market value
QAT,0.0008689801800606984,Mangroves,Non-market use value
QAT,0.004765712122476719,Mangroves,Nonuse value
QAT,0.003855452122011825,Ports,Market value
QAT,0.218353833883022,Total,Total
ROU,4.945932511435775e-10,Corals,Market value
ROU,4.945932511435775e-10,Corals,Non-market use value
ROU,4.945932511435775e-10,Corals,Nonuse value
ROU,1.9124906092014484e-05,Fisheries,Market value
ROU,0.03936886423409587,Fisheries,Non-market use value
ROU,4.945932511435775e-10,Mangroves,Market value
ROU,4.945932511435775e-10,Mangroves,Non-market use value
ROU,4.945932511435775e-10,Mangroves,Nonuse value
ROU,4.945932511435775e-10,Ports,Market value
ROU,0.039387988479914815,Total,Total
ROW,0.016375248195897023,Corals,Market value
ROW,0.0014020189088306727,Corals,Non-market use value
ROW,0.001670544232694681,Corals,Nonuse value
ROW,0.002863172202497295,Fisheries,Market value
ROW,0.003974355061375723,Fisheries,Non-market use value
ROW,0.006131676246881037,Mangroves,Market value
ROW,4.697443469372826,Mangroves,Non-market use value
ROW,4.468963492858291,Mangroves,Nonuse value
ROW,0.03272534927977302,Ports,Market value
ROW,9.231549299896109,Total,Total
RUS,2.5589201279187785e-09,Corals,Market value
RUS,2.575815110004993e-09,Corals,Non-market use value
RUS,2.575815110004993e-09,Corals,Nonuse value
RUS,-0.0027121885392758466,Fisheries,Market value
RUS,0.4713245051248359,Fisheries,Non-market use value
RUS,2.5589201279187785e-09,Mangroves,Market value
RUS,2.575815110004993e-09,Mangroves,Non-market use value
RUS,2.575815110004993e-09,Mangroves,Nonuse value
RUS,0.012459823464600752,Ports,Market value
RUS,0.48107214142415305,Total,Total
RWA,3.3469688334766976e-11,Corals,Market value
RWA,3.3469688334766976e-11,Corals,Non-market use value
RWA,3.3469688334766976e-11,Corals,Nonuse value
RWA,3.3469688334766976e-11,Fisheries,Market value
RWA,3.3469688334766976e-11,Fisheries,Non-market use value
RWA,3.3469688334766976e-11,Mangroves,Market value
RWA,3.3469688334766976e-11,Mangroves,Non-market use value
RWA,3.3469688334766976e-11,Mangroves,Nonuse value
RWA,3.3469688334766976e-11,Ports,Market value
RWA,-0.0,Total,Total
SAU,0.004027991246814727,Corals,Market value
SAU,0.40083725947473553,Corals,Non-market use value
SAU,0.8803742501721509,Corals,Nonuse value
SAU,0.000768641226293614,Fisheries,Market value
SAU,0.20797777053265026,Fisheries,Non-market use value
SAU,9.14067044854863e-05,Mangroves,Market value
SAU,0.0008684096526516797,Mangroves,Non-market use value
SAU,0.007555083933764448,Mangroves,Nonuse value
SAU,0.057809894542524894,Ports,Market value
SAU,1.5603106938556959,Total,Total
SDN,0.0007020963450443327,Corals,Market value
SDN,0.042980376787342074,Corals,Non-market use value
SDN,0.09172153208799128,Corals,Nonuse value
SDN,9.680517468348893e-05,Fisheries,Market value
SDN,0.05890186954275857,Fisheries,Non-market use value
SDN,2.3671125136563884e-06,Mangroves,Market value
SDN,0.0001500904891413891,Mangroves,Non-market use value
SDN,1.4382318076033572e-05,Mangroves,Nonuse value
SDN,0.0003504193879713592,Ports,Market value
SDN,0.1949199364792151,Total,Total
SEN,3.660412426590864e-10,Corals,Market value
SEN,3.44589688477784e-10,Corals,Non-market use value
SEN,3.44589688477784e-10,Corals,Nonuse value
SEN,0.00016582165029383614,Fisheries,Market value
SEN,0.06019497530726983,Fisheries,Non-market use value
SEN,0.003779560783833995,Mangroves,Market value
SEN,0.00012097536287291405,Mangroves,Non-market use value
SEN,0.002707655535185152,Mangroves,Nonuse value
SEN,0.003014074021016158,Ports,Market value
SEN,0.06998306084833245,Total,Total
SGP,4.9118472113058555e-06,Corals,Market value
SGP,0.08249362008274308,Corals,Non-market use value
SGP,0.08072593364184472,Corals,Nonuse value
SGP,1.1941703145189688e-05,Fisheries,Market value
SGP,4.1384957960744543e-10,Fisheries,Non-market use value
SGP,4.120169337559523e-10,Mangroves,Market value
SGP,4.1384957960744543e-10,Mangroves,Non-market use value
SGP,4.1384957960744543e-10,Mangroves,Nonuse value
SGP,0.08860695813412459,Ports,Market value
SGP,0.25184335897501126,Total,Total
SLB,0.00027102396453222705,Corals,Market value
SLB,0.00017783338142568795,Corals,Non-market use value
SLB,0.001122251795414101,Corals,Nonuse value
SLB,5.024891735600818e-05,Fisheries,Market value
SLB,0.00162947165388646,Fisheries,Non-market use value
SLB,5.408605585670044e-06,Mangroves,Market value
SLB,3.3963293506150094e-06,Mangroves,Non-market use value
SLB,5.8838629306458504e-06,Mangroves,Nonuse value
SLB,5.83964940284949e-07,Ports,Market value
SLB,0.003266102364538488,Total,Total
SLE,2.1622953026467883e-10,Corals,Market value
SLE,1.9156339058859666e-10,Corals,Non-market use value
SLE,1.9156339058859666e-10,Corals,Nonuse value
SLE,9.979562599012961e-05,Fisheries,Market value
SLE,0.017198035577085193,Fisheries,Non-market use value
SLE,0.00030025625198557465,Mangroves,Market value
SLE,2.613782629377305e-05,Mangroves,Non-market use value
SLE,0.0006685318475755448,Mangroves,Nonuse value
SLE,0.00044985280944374954,Ports,Market value
SLE,0.018742609126185496,Total,Total
SLV,1.900787722813869e-10,Corals,Market value
SLV,2.786451274444803e-10,Corals,Non-market use value
SLV,2.786451274444803e-10,Corals,Nonuse value
SLV,0.00012635553188608073,Fisheries,Market value
SLV,0.01795243633056218,Fisheries,Non-market use value
SLV,3.2357972589098443e-06,Mangroves,Market value
SLV,3.503716074112371e-05,Mangroves,Non-market use value
SLV,0.0008682784824490821,Mangroves,Nonuse value
SLV,0.0012551548596874578,Ports,Market value
SLV,0.0202404964338907,Total,Total
SRB,-9.434066149131902e-11,Corals,Market value
SRB,-9.434066149131902e-11,Corals,Non-market use value
SRB,-9.434066149131902e-11,Corals,Nonuse value
SRB,-9.434066149131902e-11,Fisheries,Market value
SRB,-9.434066149131902e-11,Fisheries,Non-market use value
SRB,-9.434066149131902e-11,Mangroves,Market value
SRB,-9.434066149131902e-11,Mangroves,Non-market use value
SRB,-9.434066149131902e-11,Mangroves,Nonuse value
SRB,-9.434066149131902e-11,Ports,Market value
SRB,-0.0,Total,Total
SUR,4.5038299793726405e-12,Corals,Market value
SUR,-7.385053731687338e-12,Corals,Non-market use value
SUR,-7.385053731687338e-12,Corals,Nonuse value
SUR,1.3777329671863112e-05,Fisheries,Market value
SUR,0.001031333656581513,Fisheries,Non-market use value
SUR,1.1459250853123567e-05,Mangroves,Market value
SUR,5.370784018179622e-05,Mangroves,Non-market use value
SUR,0.00015920712491674784,Mangroves,Nonuse value
SUR,0.0004958276663560785,Ports,Market value
SUR,0.0017653129306657639,Total,Total
SVK,2.520880339107048e-10,Corals,Market value
SVK,2.520880339107048e-10,Corals,Non-market use value
SVK,2.520880339107048e-10,Corals,Nonuse value
SVK,2.520880339107048e-10,Fisheries,Market value
SVK,2.520880339107048e-10,Fisheries,Non-market use value
SVK,2.520880339107048e-10,Mangroves,Market value
SVK,2.520880339107048e-10,Mangroves,Non-market use value
SVK,2.520880339107048e-10,Mangroves,Nonuse value
SVK,2.520880339107048e-10,Ports,Market value
SVK,-0.0,Total,Total
SVN,2.2260827361259316e-10,Corals,Market value
SVN,1.564518166885713e-10,Corals,Non-market use value
SVN,1.564518166885713e-10,Corals,Nonuse value
SVN,1.0577188815761735e-07,Fisheries,Market value
SVN,0.00992518746492447,Fisheries,Non-market use value
SVN,2.2260827361259316e-10,Mangroves,Market value
SVN,1.564518166885713e-10,Mangroves,Non-market use value
SVN,1.564518166885713e-10,Mangroves,Nonuse value
SVN,0.0017526983986094775,Ports,Market value
SVN,0.011677991362485051,Total,Total
SWE,3.368354487972087e-10,Corals,Market value
SWE,-2.9952152585987574e-10,Corals,Non-market use value
SWE,-2.9952152585987574e-10,Corals,Nonuse value
SWE,-6.998259508735058e-05,Fisheries,Market value
SWE,0.09011542705243332,Fisheries,Non-market use value
SWE,3.368354487972087e-10,Mangroves,Market value
SWE,-2.9952152585987574e-10,Mangroves,Non-market use value
SWE,-2.9952152585987574e-10,Mangroves,Nonuse value
SWE,0.004606530567072575,Ports,Market value
SWE,0.09465197470563376,Total,Total
SWZ,2.2848123793492816e-11,Corals,Market value
SWZ,2.2848123793492816e-11,Corals,Non-market use value
SWZ,2.2848123793492816e-11,Corals,Nonuse value
SWZ,2.2848123793492816e-11,Fisheries,Market value
SWZ,2.2848123793492816e-11,Fisheries,Non-market use value
SWZ,2.2848123793492816e-11,Mangroves,Market value
SWZ,2.2848123793492816e-11,Mangroves,Non-market use value
SWZ,2.2848123793492816e-11,Mangroves,Nonuse value
SWZ,2.2848123793492816e-11,Ports,Market value
SWZ,-0.0,Total,Total
TCD,2.039968700019751e-10,Corals,Market value
TCD,2.039968700019751e-10,Corals,Non-market use value
TCD,2.039968700019751e-10,Corals,Nonuse value
TCD,2.039968700019751e-10,Fisheries,Market value
TCD,2.039968700019751e-10,Fisheries,Non-market use value
TCD,2.039968700019751e-10,Mangroves,Market value
TCD,2.039968700019751e-10,Mangroves,Non-market use value
TCD,2.039968700019751e-10,Mangroves,Nonuse value
TCD,2.039968700019751e-10,Ports,Market value
TCD,-0.0,Total,Total
TGO,-1.1092053146438276e-10,Corals,Market value
TGO,-1.076083097533417e-10,Corals,Non-market use value
TGO,-1.076083097533417e-10,Corals,Nonuse value
TGO,2.0111828032352928e-05,Fisheries,Market value
TGO,0.014222504313609335,Fisheries,Non-market use value
TGO,2.757357038164561e-07,Mangroves,Market value
TGO,1.0485822220055326e-07,Mangroves,Non-market use value
TGO,0.0002131916289221662,Mangroves,Nonuse value
TGO,0.0015394869223365128,Ports,Market value
TGO,0.015995675819124592,Total,Total
THA,7.59010059829441e-05,Corals,Market value
THA,0.0005324681986923092,Corals,Non-market use value
THA,0.02473731535822749,Corals,Nonuse value
THA,0.0005994438399603688,Fisheries,Market value
THA,0.2023721326572377,Fisheries,Non-market use value
THA,0.0005515132613076794,Mangroves,Market value
THA,0.0007444242174599234,Mangroves,Non-market use value
THA,0.027714150491143296,Mangroves,Nonuse value
THA,0.030828039940218117,Ports,Market value
THA,0.28815538387606776,Total,Total
TJK,8.299748730541788e-11,Corals,Market value
TJK,8.299748730541788e-11,Corals,Non-market use value
TJK,8.299748730541788e-11,Corals,Nonuse value
TJK,8.299748730541788e-11,Fisheries,Market value
TJK,8.299748730541788e-11,Fisheries,Non-market use value
TJK,8.299748730541788e-11,Mangroves,Market value
TJK,8.299748730541788e-11,Mangroves,Non-market use value
TJK,8.299748730541788e-11,Mangroves,Nonuse value
TJK,8.299748730541788e-11,Ports,Market value
TJK,-0.0,Total,Total
TLS,2.5222104179406353e-06,Corals,Market value
TLS,1.7084240969832773e-05,Corals,Non-market use value
TLS,0.0006078590390390469,Corals,Nonuse value
TLS,6.881375871582802e-06,Fisheries,Market value
TLS,0.0018821546891072962,Fisheries,Non-market use value
TLS,4.4467119484417585e-08,Mangroves,Market value
TLS,1.664058802426371e-06,Mangroves,Non-market use value
TLS,8.380349095451468e-06,Mangroves,Nonuse value
TLS,2.013104314734908e-11,Ports,Market value
TLS,0.0025265903774672484,Total,Total
TTO,1.5087977656935976e-05,Corals,Market value
TTO,0.00023099630789933927,Corals,Non-market use value
TTO,0.0017046332002407427,Corals,Nonuse value
TTO,4.769090767786888e-05,Fisheries,Market value
TTO,0.00678321142037472,Fisheries,Non-market use value
TTO,7.974393352755578e-11,Mangroves,Market value
TTO,5.06948026804231e-11,Mangroves,Non-market use value
TTO,5.06948026804231e-11,Mangroves,Nonuse value
TTO,0.007401002231334421,Ports,Market value
TTO,0.016182621361414316,Total,Total
TUN,-9.281997117126868e-10,Corals,Market value
TUN,-9.321957388683392e-10,Corals,Non-market use value
TUN,-9.321957388683392e-10,Corals,Nonuse value
TUN,0.00022127473890595743,Fisheries,Market value
TUN,0.07813134982565349,Fisheries,Non-market use value
TUN,-9.281997117126868e-10,Mangroves,Market value
TUN,-9.321957388683392e-10,Mangroves,Non-market use value
TUN,-9.321957388683392e-10,Mangroves,Nonuse value
TUN,0.003198395345218623,Ports,Market value
TUN,0.08155102175531313,Total,Total
TUR,3.296882741207229e-09,Corals,Market value
TUR,2.237919850448913e-09,Corals,Non-market use value
TUR,2.237919850448913e-09,Corals,Nonuse value
TUR,0.00010965597119251272,Fisheries,Market value
TUR,0.27039437639448183,Fisheries,Non-market use value
TUR,3.296882741207229e-09,Mangroves,Market value
TUR,2.237919850448913e-09,Mangroves,Non-market use value
TUR,2.237919850448913e-09,Mangroves,Nonuse value
TUR,0.017856851076295432,Ports,Market value
TUR,0.2883608784090722,Total,Total
TZA,0.0009627576631317561,Corals,Market value
TZA,0.0041346472175830306,Corals,Non-market use value
TZA,0.024745835069141905,Corals,Nonuse value
TZA,-1.1327675668507314e-06,Fisheries,Market value
TZA,0.07730298470163369,Fisheries,Non-market use value
TZA,0.0002996102230066958,Mangroves,Market value
TZA,0.0011461356002973855,Mangroves,Non-market use value
TZA,0.004645483751566563,Mangroves,Nonuse value
TZA,0.00476799163288943,Ports,Market value
TZA,0.11800432044077967,Total,Total
UGA,3.4314807053871873e-10,Corals,Market value
UGA,3.4314807053871873e-10,Corals,Non-market use value
UGA,3.4314807053871873e-10,Corals,Nonuse value
UGA,3.4314807053871873e-10,Fisheries,Market value
UGA,3.4314807053871873e-10,Fisheries,Non-market use value
UGA,3.4314807053871873e-10,Mangroves,Market value
UGA,3.4314807053871873e-10,Mangroves,Non-market use value
UGA,3.4314807053871873e-10,Mangroves,Nonuse value
UGA,3.4314807053871873e-10,Ports,Market value
UGA,-0.0,Total,Total
UKR,-9.972715603955358e-10,Corals,Market value
UKR,-1.0227517917923934e-09,Corals,Non-market use value
UKR,-1.0227517917923934e-09,Corals,Nonuse value
UKR,-2.7401213770741194e-06,Fisheries,Market value
UKR,0.050460034799365464,Fisheries,Non-market use value
UKR,-9.972715603955358e-10,Mangroves,Market value
UKR,-1.0227517917923934e-09,Mangroves,Non-market use value
UKR,-1.0227517917923934e-09,Mangroves,Nonuse value
UKR,0.0009927152328641994,Ports,Market value
UKR,0.05145001025772342,Total,Total
URY,1.1120728859634367e-11,Corals,Market value
URY,-4.020550946708824e-11,Corals,Non-market use value
URY,-4.020550946708824e-11,Corals,Nonuse value
URY,9.101267991133996e-05,Fisheries,Market value
URY,0.008259621703229346,Fisheries,Non-market use value
URY,1.1120728859634367e-11,Mangroves,Market value
URY,-4.020550946708824e-11,Mangroves,Non-market use value
URY,-4.020550946708824e-11,Mangroves,Nonuse value
URY,0.0036807990462887664,Ports,Market value
URY,0.01203143317073491,Total,Total
USA,0.0022155233090702018,Corals,Market value
USA,0.6780112003894323,Corals,Non-market use value
USA,5.112355727044586,Corals,Nonuse value
USA,0.005097981658450627,Fisheries,Market value
USA,3.415187274262097,Fisheries,Non-market use value
USA,0.000599150635017619,Mangroves,Market value
USA,0.0066148830142100734,Mangroves,Non-market use value
USA,0.17651465705728042,Mangroves,Nonuse value
USA,0.30936623732024054,Ports,Market value
USA,9.705962737570239,Total,Total
UZB,1.1377363260576506e-09,Corals,Market value
UZB,1.1377363260576506e-09,Corals,Non-market use value
UZB,1.1377363260576506e-09,Corals,Nonuse value
UZB,1.1377363260576506e-09,Fisheries,Market value
UZB,1.1377363260576506e-09,Fisheries,Non-market use value
UZB,1.1377363260576506e-09,Mangroves,Market value
UZB,1.1377363260576506e-09,Mangroves,Non-market use value
UZB,1.1377363260576506e-09,Mangroves,Nonuse value
UZB,1.1377363260576506e-09,Ports,Market value
UZB,-0.0,Total,Total
VNM,0.00015376531960315052,Corals,Market value
VNM,0.0006589777440012169,Corals,Non-market use value
VNM,0.022812403350299174,Corals,Nonuse value
VNM,0.000336733685782584,Fisheries,Market value
VNM,0.34281168347519725,Fisheries,Non-market use value
VNM,0.0029721061997575945,Mangroves,Market value
VNM,0.00044198089032253864,Mangroves,Non-market use value
VNM,0.018190893057655123,Mangroves,Nonuse value
VNM,0.024090069425954704,Ports,Market value
VNM,0.41246866310904196,Total,Total
YEM,1.7939109916052407e-05,Corals,Market value
YEM,0.00019956014548194696,Corals,Non-market use value
YEM,0.019546944469127473,Corals,Nonuse value
YEM,3.14446785866479e-05,Fisheries,Market value
YEM,0.051835108551659854,Fisheries,Non-market use value
YEM,3.1242190002058036e-05,Mangroves,Market value
YEM,1.0449392384072953e-05,Mangroves,Non-market use value
YEM,0.00040618091662626525,Mangroves,Nonuse value
YEM,-2.3493141553612034e-10,Ports,Market value
YEM,0.07207887203791903,Total,Total
ZAF,4.3605939308370647e-07,Corals,Market value
ZAF,9.412506939386144e-06,Corals,Non-market use value
ZAF,0.001684846100197474,Corals,Nonuse value
ZAF,8.221121381220175e-05,Fisheries,Market value
ZAF,0.346484335231243,Fisheries,Non-market use value
ZAF,-1.635873233267133e-07,Mangroves,Market value
ZAF,-2.9519561300655165e-06,Mangroves,Non-market use value
ZAF,-8.019255213543773e-05,Mangroves,Nonuse value
ZAF,0.026900929280095617,Ports,Market value
ZAF,0.37507887151110386,Total,Total
ZMB,-1.9001078435571743e-11,Corals,Market value
ZMB,-1.9001078435571743e-11,Corals,Non-market use value
ZMB,-1.9001078435571743e-11,Corals,Nonuse value
ZMB,-1.9001078435571743e-11,Fisheries,Market value
ZMB,-1.9001078435571743e-11,Fisheries,Non-market use value
ZMB,-1.9001078435571743e-11,Mangroves,Market value
ZMB,-1.9001078435571743e-11,Mangroves,Non-market use value
ZMB,-1.9001078435571743e-11,Mangroves,Nonuse value
ZMB,-1.9001078435571743e-11,Ports,Market value
ZMB,-0.0,Total,Total
